StudentID,Subject,July,August,September,October,November,December,SubjectAverage,OverallAverage
0672,CBCA203,93,86,94,82,80,92,88,84
0672,CBCA204,86,92,86,75,81,84,84,84
0673,CBCA201,88,92,88,87,86,91,89,86
0673,CBCA202,90,82,84,98,83,84,87,86
0673,CBCA203,86,90,90,90,78,81,86,86
0673,CBCA204,80,85,81,77,87,86,83,86
0674,CBCA201,83,89,80,87,83,86,85,84
0674,CBCA202,92,86,92,84,81,76,85,84
0674,CBCA203,91,85,84,78,77,87,84,84
0674,CBCA204,78,77,84,86,85,83,82,84
0675,CBCA201,84,80,88,86,86,93,86,86
0675,CBCA202,81,91,86,81,90,84,86,86
0675,CBCA203,88,81,82,93,93,86,87,86
0675,CBCA204,81,86,94,79,84,75,83,86
0676,CBCA201,64,58,75,69,58,70,66,67
0676,CBCA202,66,65,66,68,61,76,67,67
0676,CBCA203,67,70,68,64,74,67,68,67
0676,CBCA204,78,59,62,67,63,67,66,67
0677,CBCA201,64,64,45,63,52,59,58,57
0677,CBCA202,52,61,54,47,53,67,56,57
0677,CBCA203,59,49,62,58,52,60,57,57
0677,CBCA204,48,48,61,65,60,54,56,57
0678,CBCA201,83,86,81,92,79,85,84,86
0678,CBCA202,94,78,79,83,88,78,83,86
0678,CBCA203,84,86,90,86,91,90,88,86
0678,CBCA204,81,93,87,91,91,85,88,86
0679,CBCA201,77,78,82,78,83,90,81,82
0679,CBCA202,80,74,85,76,85,92,82,82
0679,CBCA203,72,83,85,84,88,88,83,82
0679,CBCA204,89,77,75,87,83,82,82,82
0680,CBCA201,57,42,49,50,56,58,52,51
0680,CBCA202,59,42,49,54,42,61,51,51
0680,CBCA203,56,51,50,45,50,48,50,51
0680,CBCA204,46,46,53,48,52,55,50,51
0681,CBCA201,36,49,44,37,37,45,41,43
0681,CBCA202,42,38,41,36,37,45,40,43
0681,CBCA203,39,45,50,41,45,45,44,43
0681,CBCA204,41,46,44,49,41,48,45,43
0682,CBCA201,89,95,82,84,87,86,87,89
0682,CBCA202,99,80,80,97,92,93,90,89
0682,CBCA203,91,81,93,90,94,77,88,89
0682,CBCA204,96,93,89,95,84,90,91,89
0683,CBCA201,53,44,47,44,53,43,47,49
0683,CBCA202,49,42,57,53,48,51,50,49
0683,CBCA203,47,49,49,48,48,45,48,49
0683,CBCA204,43,56,55,49,59,47,52,49
0684,CBCA201,69,62,73,61,60,70,66,65
0684,CBCA202,52,64,72,65,60,70,64,65
0684,CBCA203,65,72,69,58,58,63,64,65
0684,CBCA204,60,70,67,58,69,67,65,65
0685,CBCA201,67,71,74,64,63,75,69,70
0685,CBCA202,62,72,70,71,64,62,67,70
0685,CBCA203,71,74,70,74,71,76,73,70
0685,CBCA204,66,78,75,68,71,64,70,70
0686,CBCA201,64,68,65,65,68,65,66,68
0686,CBCA202,76,59,67,73,74,63,69,68
0686,CBCA203,69,70,67,73,72,57,68,68
0686,CBCA204,74,64,68,73,68,70,70,68
0687,CBCA201,94,85,78,81,73,77,81,83
0687,CBCA202,89,78,92,88,78,72,83,83
0687,CBCA203,86,78,82,83,80,86,83,83
0687,CBCA204,88,91,84,78,84,78,84,83
0688,CBCA201,31,33,38,32,29,40,34,33
0688,CBCA202,27,28,41,44,35,38,36,33
0688,CBCA203,31,32,37,40,40,28,35,33
0688,CBCA204,28,31,32,32,26,30,30,33
0689,CBCA201,42,34,41,47,50,37,42,43
0689,CBCA202,50,49,42,32,35,48,43,43
0689,CBCA203,44,49,47,45,39,48,45,43
0689,CBCA204,49,39,45,34,47,41,43,43
0690,CBCA201,67,68,67,79,82,73,73,76
0690,CBCA202,68,87,85,72,80,81,79,76
0690,CBCA203,83,76,78,74,75,77,77,76
0690,CBCA204,78,75,76,85,71,72,76,76
0691,CBCA201,58,57,61,60,51,60,58,56
0691,CBCA202,61,52,47,53,61,51,54,56
0691,CBCA203,53,52,61,60,60,59,58,56
0691,CBCA204,60,51,64,53,53,57,56,56
0692,CBCA201,43,53,51,59,56,57,53,52
0692,CBCA202,55,48,44,56,57,58,53,52
0692,CBCA203,51,53,57,43,47,50,50,52
0692,CBCA204,55,47,57,46,43,59,51,52
0693,CBCA201,21,27,33,24,29,39,29,29
0693,CBCA202,33,38,24,24,34,26,30,29
0693,CBCA203,31,39,25,24,22,29,28,29
0693,CBCA204,33,28,33,24,28,25,29,29
0694,CBCA201,62,67,53,63,60,58,61,62
0694,CBCA202,59,70,67,58,63,63,63,62
0694,CBCA203,60,70,70,61,67,53,64,62
0694,CBCA204,55,62,62,64,61,59,61,62
0695,CBCA201,89,98,92,81,92,88,90,90
0695,CBCA202,93,92,100,82,96,88,92,90
0695,CBCA203,93,97,92,85,89,98,92,90
0695,CBCA204,82,98,80,80,92,91,87,90
0696,CBCA201,0,0,3,0,0,3,1,3
0696,CBCA202,4,0,0,10,5,0,3,3
0696,CBCA203,0,0,0,3,0,2,1,3
0696,CBCA204,2,6,1,9,3,11,5,3
0697,CBCA201,64,58,64,63,64,64,63,62
0697,CBCA202,63,71,53,69,54,57,61,62
0697,CBCA203,68,69,60,57,64,58,63,62
0697,CBCA204,58,62,54,57,70,68,62,62
0698,CBCA201,0,2,0,2,9,0,2,2
0698,CBCA202,2,2,6,0,11,10,5,2
0698,CBCA203,0,0,1,0,0,0,0,2
0698,CBCA204,1,0,0,1,7,0,2,2
0699,CBCA201,48,54,53,46,57,55,52,50
0699,CBCA202,50,44,47,56,39,44,47,50
0699,CBCA203,48,49,56,56,56,53,53,50
0699,CBCA204,52,56,46,40,45,42,47,50
0700,CBCA201,68,63,61,59,64,60,63,65
0700,CBCA202,68,65,66,62,66,66,66,65
0700,CBCA203,64,72,59,70,65,58,65,65
0700,CBCA204,67,68,72,71,70,60,68,65
0701,CBCA201,96,90,88,85,95,85,90,93
0701,CBCA202,96,95,92,97,90,90,93,93
0701,CBCA203,96,85,100,83,100,92,93,93
0701,CBCA204,93,82,100,100,97,100,95,93
0702,CBCA201,93,95,90,93,93,91,93,91
0702,CBCA202,86,86,95,100,89,83,90,91
0702,CBCA203,86,90,92,90,94,95,91,91
0702,CBCA204,87,87,84,100,92,93,91,91
0703,CBCA201,81,92,87,81,77,97,86,86
0703,CBCA202,82,87,81,88,88,80,84,86
0703,CBCA203,86,85,79,82,91,84,85,86
0703,CBCA204,88,93,96,84,89,85,89,86
0704,CBCA201,80,77,89,95,88,78,85,84
0704,CBCA202,86,77,84,89,82,88,84,84
0704,CBCA203,87,93,81,76,84,83,84,84
0704,CBCA204,80,82,83,83,90,87,84,84
0705,CBCA201,73,68,77,79,75,66,73,74
0705,CBCA202,79,84,81,80,76,72,79,74
0705,CBCA203,68,64,67,82,82,78,74,74
0705,CBCA204,65,70,75,80,68,77,73,74
0706,CBCA201,48,53,52,56,57,54,53,53
0706,CBCA202,51,59,60,54,56,53,56,53
0706,CBCA203,51,56,54,53,60,49,54,53
0706,CBCA204,51,47,59,47,43,49,49,53
0707,CBCA201,86,91,77,95,83,84,86,86
0707,CBCA202,89,86,89,86,91,94,89,86
0707,CBCA203,89,91,89,85,78,87,87,86
0707,CBCA204,90,86,84,77,85,83,84,86
0708,CBCA201,70,71,65,71,72,70,70,72
0708,CBCA202,69,71,69,76,76,70,72,72
0708,CBCA203,80,72,74,61,63,70,70,72
0708,CBCA204,69,77,73,77,72,83,75,72
0709,CBCA201,92,98,92,99,96,89,94,94
0709,CBCA202,100,94,86,92,88,98,93,94
0709,CBCA203,100,89,90,100,93,98,95,94
0709,CBCA204,91,94,99,100,87,100,95,94
0710,CBCA201,65,62,63,66,72,65,66,70
0710,CBCA202,76,72,78,80,72,71,75,70
0710,CBCA203,69,72,66,63,78,77,71,70
0710,CBCA204,68,72,79,61,62,82,71,70
0711,CBCA201,44,51,45,43,53,52,48,50
0711,CBCA202,51,54,49,57,50,45,51,50
0711,CBCA203,45,50,54,54,50,47,50,50
0711,CBCA204,58,52,42,54,45,54,51,50
0712,CBCA201,58,65,56,57,52,70,60,61
0712,CBCA202,65,72,52,67,58,63,63,61
0712,CBCA203,65,70,59,57,65,58,62,61
0712,CBCA204,63,52,63,51,66,59,59,61
0713,CBCA201,65,55,55,66,63,69,62,63
0713,CBCA202,70,53,65,65,70,69,65,63
0713,CBCA203,67,64,65,60,62,67,64,63
0713,CBCA204,57,59,55,66,69,53,60,63
0714,CBCA201,80,87,71,92,79,87,83,80
0714,CBCA202,70,82,77,78,82,82,79,80
0714,CBCA203,84,72,76,87,81,80,80,80
0714,CBCA204,72,80,76,79,89,73,78,80
0715,CBCA201,24,16,19,25,28,17,22,21
0715,CBCA202,16,26,25,14,15,23,20,21
0715,CBCA203,27,30,16,13,24,24,22,21
0715,CBCA204,29,14,20,28,22,18,22,21
0716,CBCA201,47,51,53,48,47,47,49,52
0716,CBCA202,60,54,51,50,50,45,52,52
0716,CBCA203,59,58,50,50,62,53,55,52
0716,CBCA204,53,53,56,52,54,45,52,52
0717,CBCA201,76,75,76,84,76,86,79,81
0717,CBCA202,84,89,82,78,87,86,84,81
0717,CBCA203,81,77,81,81,84,69,79,81
0717,CBCA204,85,90,76,83,83,83,83,81
0718,CBCA201,52,47,41,51,54,48,49,50
0718,CBCA202,58,56,47,44,47,45,50,50
0718,CBCA203,50,57,44,44,41,47,47,50
0718,CBCA204,48,53,56,59,55,54,54,50
0719,CBCA201,73,57,67,65,77,69,68,67
0719,CBCA202,65,67,64,63,71,63,66,67
0719,CBCA203,61,72,68,61,57,70,65,67
0719,CBCA204,73,73,77,60,59,66,68,67
0720,CBCA201,83,77,71,78,79,75,77,77
0720,CBCA202,79,79,74,71,74,80,76,77
0720,CBCA203,76,68,83,80,80,78,78,77
0720,CBCA204,82,84,86,70,73,69,77,77
0721,CBCA201,62,67,71,67,65,71,67,66
0721,CBCA202,59,65,62,73,62,57,63,66
0721,CBCA203,69,71,62,77,58,62,67,66
0721,CBCA204,63,61,70,75,68,67,67,66
0722,CBCA201,83,84,76,79,83,81,81,83
0722,CBCA202,92,94,85,91,82,89,89,83
0722,CBCA203,81,80,91,75,92,79,83,83
0722,CBCA204,85,75,81,85,81,74,80,83
0723,CBCA201,56,52,49,50,49,64,53,54
0723,CBCA202,47,61,48,53,56,52,53,54
0723,CBCA203,53,57,60,52,48,59,55,54
0723,CBCA204,59,61,54,62,48,54,56,54
0724,CBCA201,81,80,79,84,69,74,78,78
0724,CBCA202,84,77,70,86,81,74,79,78
0724,CBCA203,67,82,80,87,76,77,78,78
0724,CBCA204,72,76,73,76,82,88,78,78
0725,CBCA201,97,86,99,100,95,100,96,96
0725,CBCA202,91,94,98,98,100,89,95,96
0725,CBCA203,100,99,98,91,93,100,97,96
0725,CBCA204,97,100,96,98,95,96,97,96
0726,CBCA201,81,75,83,82,84,83,81,83
0726,CBCA202,81,78,84,88,78,75,81,83
0726,CBCA203,91,76,90,77,80,89,84,83
0726,CBCA204,83,83,86,88,92,76,85,83
0727,CBCA201,70,74,70,69,82,75,73,73
0727,CBCA202,71,67,72,74,74,63,70,73
0727,CBCA203,79,74,73,77,65,79,75,73
0727,CBCA204,80,77,79,70,68,68,74,73
0728,CBCA201,45,45,40,42,45,39,43,43
0728,CBCA202,47,44,45,49,41,41,45,43
0728,CBCA203,44,37,37,35,47,43,41,43
0728,CBCA204,43,46,51,41,46,44,45,43
0729,CBCA201,100,100,100,88,97,94,97,97
0729,CBCA202,95,97,100,100,89,100,97,97
0729,CBCA203,89,100,100,89,92,98,95,97
0729,CBCA204,100,98,98,100,100,100,99,97
0730,CBCA201,62,51,56,56,48,58,55,55
0730,CBCA202,59,54,60,61,57,47,56,55
0730,CBCA203,52,60,45,51,61,45,52,55
0730,CBCA204,53,51,66,53,49,56,55,55
0731,CBCA201,97,90,93,95,98,89,94,93
0731,CBCA202,96,96,84,89,95,98,93,93
0731,CBCA203,91,91,87,94,98,90,92,93
0731,CBCA204,93,95,88,83,96,94,92,93
0732,CBCA201,77,75,69,64,69,64,70,70
0732,CBCA202,75,63,78,70,68,77,72,70
0732,CBCA203,67,76,69,72,68,67,70,70
0732,CBCA204,73,74,71,66,68,69,70,70
0733,CBCA201,77,78,83,76,87,81,80,81
0733,CBCA202,86,81,85,74,74,78,80,81
0733,CBCA203,77,80,81,81,75,89,81,81
0733,CBCA204,75,91,80,79,80,91,83,81
0734,CBCA201,60,59,73,62,75,70,67,66
0734,CBCA202,62,63,67,59,57,73,64,66
0734,CBCA203,67,66,67,59,57,60,63,66
0734,CBCA204,71,73,68,75,71,74,72,66
0735,CBCA201,64,62,75,63,64,67,66,68
0735,CBCA202,70,62,65,70,60,74,67,68
0735,CBCA203,58,60,73,66,71,64,65,68
0735,CBCA204,75,70,71,77,73,67,72,68
0736,CBCA201,82,81,82,87,91,86,85,85
0736,CBCA202,90,84,87,79,82,90,85,85
0736,CBCA203,75,93,89,87,83,75,84,85
0736,CBCA204,87,89,82,84,87,90,87,85
0737,CBCA201,72,84,83,78,84,70,79,78
0737,CBCA202,71,82,77,67,73,82,75,78
0737,CBCA203,70,73,81,80,82,74,77,78
0737,CBCA204,84,78,79,80,76,86,81,78
0738,CBCA201,52,47,57,63,56,53,55,54
0738,CBCA202,51,59,63,53,54,56,56,54
0738,CBCA203,48,58,58,60,52,43,53,54
0738,CBCA204,50,63,48,57,51,52,54,54
0739,CBCA201,33,30,40,33,28,39,34,32
0739,CBCA202,24,31,31,34,33,27,30,32
0739,CBCA203,32,34,36,36,25,33,33,32
0739,CBCA204,26,35,29,33,31,25,30,32
0740,CBCA201,82,93,100,84,84,82,88,89
0740,CBCA202,90,95,89,89,89,86,90,89
0740,CBCA203,91,88,82,91,91,87,88,89
0740,CBCA204,90,86,98,93,91,85,91,89
0741,CBCA201,4,0,10,0,0,0,2,2
0741,CBCA202,3,0,0,0,0,9,2,2
0741,CBCA203,0,0,1,0,1,3,1,2
0741,CBCA204,0,5,2,3,4,0,2,2
0742,CBCA201,69,66,71,74,80,83,74,73
0742,CBCA202,83,66,65,71,76,72,72,73
0742,CBCA203,69,69,72,64,71,78,71,73
0742,CBCA204,81,84,69,71,84,65,76,73
0743,CBCA201,46,47,48,41,50,44,46,47
0743,CBCA202,41,50,46,41,54,50,47,47
0743,CBCA203,42,52,48,56,50,39,48,47
0743,CBCA204,49,49,43,51,44,38,46,47
0744,CBCA201,54,44,44,52,58,50,50,52
0744,CBCA202,45,61,57,49,48,61,54,52
0744,CBCA203,62,47,42,54,51,52,51,52
0744,CBCA204,56,44,51,54,61,51,53,52
0745,CBCA201,56,58,51,60,50,66,57,56
0745,CBCA202,63,50,52,45,47,62,53,56
0745,CBCA203,56,50,47,59,45,60,53,56
0745,CBCA204,53,63,59,58,65,61,60,56
0746,CBCA201,87,79,90,70,90,89,84,81
0746,CBCA202,73,85,75,83,75,80,79,81
0746,CBCA203,78,89,86,79,75,83,82,81
0746,CBCA204,74,82,90,81,78,82,81,81
0747,CBCA201,42,54,53,44,53,45,49,50
0747,CBCA202,60,53,55,45,45,46,51,50
0747,CBCA203,57,50,47,56,54,49,52,50
0747,CBCA204,57,53,45,42,52,51,50,50
0748,CBCA201,7,14,15,22,15,7,13,14
0748,CBCA202,18,21,9,20,9,7,14,14
0748,CBCA203,8,14,10,19,20,13,14,14
0748,CBCA204,13,16,10,6,12,20,13,14
0749,CBCA201,85,86,71,76,81,74,79,76
0749,CBCA202,78,65,67,76,70,80,73,76
0749,CBCA203,73,77,78,80,76,74,76,76
0749,CBCA204,64,74,78,78,71,80,74,76
0750,CBCA201,79,84,88,83,83,83,83,84
0750,CBCA202,90,94,86,80,80,83,86,84
0750,CBCA203,85,79,90,94,83,88,87,84
0750,CBCA204,83,76,82,88,78,85,82,84
0751,CBCA201,33,34,28,28,34,34,32,34
0751,CBCA202,28,31,33,26,33,37,31,34
0751,CBCA203,32,43,32,42,29,41,37,34
0751,CBCA204,45,38,29,42,23,35,35,34
0752,CBCA201,4,12,4,11,0,0,5,6
0752,CBCA202,6,7,11,0,7,6,6,6
0752,CBCA203,2,11,1,0,6,3,4,6
0752,CBCA204,9,7,6,4,9,17,9,6
0753,CBCA201,61,57,60,57,51,53,57,57
0753,CBCA202,51,58,57,58,47,47,53,57
0753,CBCA203,58,63,64,60,56,58,60,57
0753,CBCA204,56,52,66,60,59,62,59,57
0754,CBCA201,24,34,26,23,24,36,28,27
0754,CBCA202,24,24,30,26,25,22,25,27
0754,CBCA203,22,28,32,23,23,26,26,27
0754,CBCA204,27,19,31,26,30,32,28,27
0755,CBCA201,33,38,38,29,39,40,36,35
0755,CBCA202,40,30,42,33,41,40,38,35
0755,CBCA203,41,39,39,26,40,35,37,35
0755,CBCA204,29,28,22,37,42,30,31,35
0756,CBCA201,59,56,50,59,46,64,56,54
0756,CBCA202,47,49,58,43,54,50,50,54
0756,CBCA203,60,58,59,53,51,47,55,54
0756,CBCA204,62,53,62,49,59,54,57,54
0757,CBCA201,83,69,77,78,87,74,78,78
0757,CBCA202,77,68,78,79,75,74,75,78
0757,CBCA203,79,84,78,71,87,75,79,78
0757,CBCA204,87,74,75,76,78,82,79,78
0758,CBCA201,27,40,34,23,39,28,32,31
0758,CBCA202,27,29,20,26,36,32,28,31
0758,CBCA203,41,30,29,29,36,36,34,31
0758,CBCA204,32,29,26,34,31,27,30,31
0759,CBCA201,6,7,15,3,5,8,7,6
0759,CBCA202,9,6,1,12,0,8,6,6
0759,CBCA203,5,0,11,3,11,0,5,6
0759,CBCA204,7,2,4,12,0,5,5,6
0760,CBCA201,75,62,58,61,67,59,64,64
0760,CBCA202,68,62,69,66,68,70,67,64
0760,CBCA203,70,57,67,58,63,61,63,64
0760,CBCA204,54,67,55,69,57,67,62,64
0761,CBCA201,77,88,77,91,74,83,82,84
0761,CBCA202,83,76,88,82,82,90,84,84
0761,CBCA203,87,87,88,84,84,83,86,84
0761,CBCA204,96,79,84,75,87,84,84,84
0762,CBCA201,66,78,76,77,78,68,74,74
0762,CBCA202,82,79,85,76,73,82,80,74
0762,CBCA203,74,74,67,63,77,63,70,74
0762,CBCA204,76,67,64,84,72,72,73,74
0763,CBCA201,74,78,67,83,83,78,77,75
0763,CBCA202,65,82,68,71,70,75,72,75
0763,CBCA203,68,79,84,69,84,84,78,75
0763,CBCA204,69,76,64,80,70,82,74,75
0764,CBCA201,68,70,69,64,69,74,69,69
0764,CBCA202,75,71,66,76,69,65,70,69
0764,CBCA203,66,65,75,66,77,61,68,69
0764,CBCA204,64,76,74,66,69,68,70,69
0765,CBCA201,30,36,40,38,42,39,38,36
0765,CBCA202,38,40,35,32,40,30,36,36
0765,CBCA203,28,40,35,33,41,40,36,36
0765,CBCA204,28,37,25,37,38,37,34,36
0766,CBCA201,83,80,78,81,86,84,82,84
0766,CBCA202,86,78,82,88,88,80,84,84
0766,CBCA203,87,86,89,84,85,80,85,84
0766,CBCA204,82,83,88,85,77,85,83,84
0767,CBCA201,75,68,70,72,61,70,69,70
0767,CBCA202,73,71,76,75,76,71,74,70
0767,CBCA203,69,75,71,67,67,68,70,70
0767,CBCA204,67,68,66,72,68,69,68,70
0768,CBCA201,79,88,86,83,74,83,82,82
0768,CBCA202,84,78,73,85,91,85,83,82
0768,CBCA203,82,82,87,82,82,74,82,82
0768,CBCA204,87,90,77,84,79,78,83,82
0769,CBCA201,59,43,52,46,43,50,49,50
0769,CBCA202,52,49,49,57,42,47,49,50
0769,CBCA203,61,56,46,43,52,54,52,50
0769,CBCA204,44,49,55,50,47,47,49,50
0770,CBCA201,55,54,56,57,57,56,56,52
0770,CBCA202,51,51,53,46,54,43,50,52
0770,CBCA203,48,51,50,55,56,49,52,52
0770,CBCA204,42,58,45,55,41,57,50,52
0771,CBCA201,60,63,57,61,59,57,60,64
0771,CBCA202,67,69,63,72,63,55,65,64
0771,CBCA203,69,74,65,64,72,62,68,64
0771,CBCA204,58,61,62,63,64,66,62,64
0772,CBCA201,77,74,78,86,86,75,79,83
0772,CBCA202,74,84,94,80,79,79,82,83
0772,CBCA203,88,87,90,80,89,77,85,83
0772,CBCA204,90,80,87,91,86,91,88,83
0773,CBCA201,82,83,87,79,78,85,82,82
0773,CBCA202,80,91,79,84,80,77,82,82
0773,CBCA203,80,79,82,87,68,92,81,82
0773,CBCA204,75,76,81,83,82,90,81,82
0774,CBCA201,61,62,62,64,66,73,65,65
0774,CBCA202,65,69,67,59,52,58,62,65
0774,CBCA203,66,72,59,69,57,65,65,65
0774,CBCA204,68,67,66,68,72,63,67,65
0775,CBCA201,84,84,81,80,78,81,81,80
0775,CBCA202,81,80,78,75,78,81,79,80
0775,CBCA203,81,79,68,73,86,78,78,80
0775,CBCA204,87,76,84,83,81,82,82,80
0776,CBCA201,89,84,89,77,84,84,85,85
0776,CBCA202,89,94,85,84,93,86,89,85
0776,CBCA203,89,81,84,80,90,80,84,85
0776,CBCA204,82,79,79,85,86,92,84,85
0777,CBCA201,55,57,69,58,67,59,61,60
0777,CBCA202,65,58,58,63,54,60,60,60
0777,CBCA203,61,57,66,68,70,50,62,60
0777,CBCA204,64,60,62,53,53,58,58,60
0778,CBCA201,58,44,41,48,48,47,48,51
0778,CBCA202,55,44,52,56,58,45,52,51
0778,CBCA203,49,57,48,48,51,51,51,51
0778,CBCA204,52,56,52,53,57,47,53,51
0779,CBCA201,58,52,55,51,54,50,53,52
0779,CBCA202,55,51,54,50,51,50,52,52
0779,CBCA203,45,43,56,51,53,55,51,52
0779,CBCA204,50,60,47,54,56,54,54,52
0780,CBCA201,71,74,66,66,68,77,70,72
0780,CBCA202,65,79,69,75,69,81,73,72
0780,CBCA203,75,65,81,79,68,74,74,72
0780,CBCA204,69,74,64,70,75,67,70,72
0781,CBCA201,86,89,88,97,91,80,89,88
0781,CBCA202,93,78,87,81,90,92,87,88
0781,CBCA203,93,94,91,79,94,89,90,88
0781,CBCA204,82,93,84,83,81,91,86,88
0782,CBCA201,46,35,38,39,46,42,41,40
0782,CBCA202,42,42,38,45,44,40,42,40
0782,CBCA203,38,45,40,34,31,41,38,40
0782,CBCA204,38,32,39,38,47,42,39,40
0783,CBCA201,86,84,82,82,85,81,83,83
0783,CBCA202,76,92,86,83,87,84,85,83
0783,CBCA203,77,80,86,90,83,79,83,83
0783,CBCA204,75,79,82,84,80,87,81,83
0784,CBCA201,55,52,64,64,68,63,61,59
0784,CBCA202,62,61,54,49,59,63,58,59
0784,CBCA203,66,67,60,61,57,57,61,59
0784,CBCA204,57,50,53,68,53,52,56,59
0785,CBCA201,95,90,94,87,85,88,90,86
0785,CBCA202,92,87,87,87,81,88,87,86
0785,CBCA203,82,80,84,84,82,86,83,86
0785,CBCA204,81,77,78,84,82,92,82,86
0786,CBCA201,31,23,33,30,34,29,30,31
0786,CBCA202,29,30,32,30,26,33,30,31
0786,CBCA203,29,41,38,29,29,31,33,31
0786,CBCA204,32,26,27,35,26,39,31,31
0787,CBCA201,26,33,27,27,27,25,28,26
0787,CBCA202,18,28,31,18,19,30,24,26
0787,CBCA203,18,25,29,18,31,25,24,26
0787,CBCA204,17,36,20,20,35,35,27,26
0788,CBCA201,48,47,46,38,40,46,44,46
0788,CBCA202,47,54,47,40,37,41,44,46
0788,CBCA203,37,55,46,51,51,49,48,46
0788,CBCA204,46,41,42,51,40,53,46,46
0789,CBCA201,31,29,37,33,31,34,33,33
0789,CBCA202,38,32,39,32,41,29,35,33
0789,CBCA203,27,39,32,33,34,30,33,33
0789,CBCA204,29,30,22,37,27,34,30,33
0790,CBCA201,71,56,55,63,55,55,59,61
0790,CBCA202,55,63,63,68,65,58,62,61
0790,CBCA203,69,59,58,66,52,64,61,61
0790,CBCA204,67,59,53,61,58,67,61,61
0791,CBCA201,69,67,57,71,65,63,65,66
0791,CBCA202,59,71,71,64,71,58,66,66
0791,CBCA203,59,66,62,78,64,64,66,66
0791,CBCA204,64,59,64,74,67,65,66,66
0792,CBCA201,52,53,59,68,63,62,60,59
0792,CBCA202,61,54,54,65,52,49,56,59
0792,CBCA203,60,61,60,57,61,59,60,59
0792,CBCA204,60,58,59,62,69,62,62,59
0793,CBCA201,89,75,83,78,81,78,81,83
0793,CBCA202,76,90,84,84,92,92,86,83
0793,CBCA203,90,85,94,79,90,80,86,83
0793,CBCA204,94,75,80,78,75,80,80,83
0794,CBCA201,79,89,96,82,88,84,86,88
0794,CBCA202,87,77,90,80,94,91,87,88
0794,CBCA203,80,90,79,93,88,90,87,88
0794,CBCA204,89,89,98,98,86,89,92,88
0795,CBCA201,38,42,45,44,52,38,43,47
0795,CBCA202,49,44,54,46,52,48,49,47
0795,CBCA203,42,48,55,46,45,49,48,47
0795,CBCA204,52,43,49,45,47,45,47,47
0796,CBCA201,99,96,95,85,100,93,95,92
0796,CBCA202,83,99,97,93,84,93,92,92
0796,CBCA203,95,98,90,91,91,92,93,92
0796,CBCA204,80,86,87,88,91,91,87,92
0797,CBCA201,93,77,81,87,95,92,88,86
0797,CBCA202,82,92,87,79,88,80,85,86
0797,CBCA203,87,91,87,94,87,78,87,86
0797,CBCA204,79,78,88,91,88,80,84,86
0798,CBCA201,30,27,21,26,22,26,25,27
0798,CBCA202,25,35,32,34,20,30,29,27
0798,CBCA203,29,28,20,26,25,20,25,27
0798,CBCA204,27,34,19,32,28,30,28,27
0799,CBCA201,56,43,53,56,51,55,52,53
0799,CBCA202,55,54,51,52,54,51,53,53
0799,CBCA203,55,63,51,53,62,58,57,53
0799,CBCA204,57,54,44,45,45,51,49,53
0800,CBCA201,21,26,16,20,21,25,22,19
0800,CBCA202,20,14,18,12,9,25,16,19
0800,CBCA203,28,17,13,15,23,19,19,19
0800,CBCA204,16,17,11,27,19,13,17,19
0801,CBCA201,28,21,29,22,34,25,27,26
0801,CBCA202,26,23,18,24,30,27,25,26
0801,CBCA203,27,30,28,17,19,30,25,26
0801,CBCA204,26,25,27,22,23,33,26,26
0802,CBCA201,71,79,69,68,65,70,70,74
0802,CBCA202,69,69,78,74,75,73,73,74
0802,CBCA203,70,70,73,82,80,82,76,74
0802,CBCA204,70,78,75,83,78,74,76,74
0803,CBCA201,61,59,72,70,72,61,66,65
0803,CBCA202,71,69,57,63,72,63,66,65
0803,CBCA203,73,61,64,70,69,66,67,65
0803,CBCA204,53,71,64,57,60,63,61,65
0804,CBCA201,76,64,73,63,73,63,69,67
0804,CBCA202,64,60,66,62,57,70,63,67
0804,CBCA203,65,56,66,64,75,72,66,67
0804,CBCA204,60,66,72,75,70,69,69,67
0805,CBCA201,54,63,59,66,62,52,59,62
0805,CBCA202,63,61,61,65,61,63,62,62
0805,CBCA203,64,65,67,71,63,65,66,62
0805,CBCA204,57,62,53,59,62,58,59,62
0806,CBCA201,99,89,91,96,96,88,93,92
0806,CBCA202,96,93,88,86,96,86,91,92
0806,CBCA203,89,94,88,96,100,93,93,92
0806,CBCA204,86,92,87,100,95,94,92,92
0807,CBCA201,61,72,72,81,66,71,71,70
0807,CBCA202,66,71,79,62,61,81,70,70
0807,CBCA203,77,70,59,79,62,73,70,70
0807,CBCA204,75,74,69,71,67,64,70,70
0808,CBCA201,74,80,75,71,85,71,76,76
0808,CBCA202,73,82,73,70,80,75,76,76
0808,CBCA203,79,74,73,63,75,79,74,76
0808,CBCA204,80,81,77,85,74,81,80,76
0809,CBCA201,66,73,70,59,61,54,64,65
0809,CBCA202,71,61,67,59,60,60,63,65
0809,CBCA203,69,63,69,67,60,65,66,65
0809,CBCA204,69,69,60,74,68,68,68,65
0810,CBCA201,48,54,46,59,52,52,52,51
0810,CBCA202,50,49,47,50,43,51,48,51
0810,CBCA203,57,60,47,48,51,50,52,51
0810,CBCA204,53,58,44,50,49,48,50,51
0811,CBCA201,62,48,63,48,49,68,56,56
0811,CBCA202,65,59,53,57,50,60,57,56
0811,CBCA203,55,61,49,63,51,62,57,56
0811,CBCA204,64,47,56,54,55,49,54,56
